State, Facility Name, Facility ID (ORISPL), Unit ID, Associated Stacks, Year, Program(s), Operating Time, # of Months Reported, Gross Load (MW-h), Steam Load (1000lb), SO2 (tons), Avg. NOx Rate (lb/MMBtu), NOx (tons), CO2 (short tons), Heat Input (MMBtu), EPA Region, NERC Region, County, Source Category, Owner, Operator, Representative (Primary), Representative (Secondary), SO2 Phase, NOx Phase, Operating Status, Unit Type, Fuel Type (Primary), Fuel Type (Secondary), SO2 Control(s), NOx Control(s), PM Control(s), Hg Control(s), Facility Latitude, Facility Longitude, Max Hourly HI Rate (MMBtu/hr)
NY,"Saranac Power Partners, LP",54574,2,,2019,RGGI,112.06,12,12395.39,,0.033,0.0403,1.605,6598.825,111039.749,2,,Clinton County,Cogeneration,"Saranac Power Partners, LP",Falcon Power Operating Company,"RGGI : John D Gokey (607918),CSNOX : John D Gokey (607918),CSOSG2 : John D Gokey (607918),CSSO2G1 : John D Gokey (607918),ARP : John D Gokey (607918)","RGGI : Ryan Parks (603530),CSNOX : Ryan Parks (603530),CSOSG2 : Ryan Parks (603530),CSSO2G1 : Ryan Parks (603530),ARP : Ryan Parks (603530)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,44.7132,-73.4557,551
NY,Sterling Power Plant,50744,1,,2019,RGGI,162.46,12,5512.7,,0.019,0.1279,3.684,3771.227,63452.529,2,NPCC,Oneida County,Cogeneration,"Sterling Power Partners, LP","Sterling Power Partners, LP","ARP : Greg Sharland (2129),RGGI : Greg Sharland (2129),CSNOX : Greg Sharland (2129),CSOSG2 : Greg Sharland (2129),CSSO2G1 : Greg Sharland (2129)","ARP : Walter J Relling (602898),RGGI : Walter J Relling (602898),CSNOX : Walter J Relling (602898),CSOSG2 : Walter J Relling (602898),CSSO2G1 : Walter J Relling (602898)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,,,Steam Injection,,,43.0803,-75.6003,551
NY,Bayswater Peaking Facility,55699,2,,2019,RGGI,166.99,12,8267.41,,0.037,0.0349,1.156,7234.821,89162.667,2,,Queens County,Electric Utility,"Jamaica Bay Peaking Facility, LLC","Jamaica Bay Peaking Facility, LLC","ARP : Glenroy Leslie (608617) (Ended Apr 22, 2019)<br>Ryan McQueeney (608817) (Started Apr 22, 2019),CSSO2G1 : Glenroy Leslie (608617) (Ended Apr 22, 2019)<br>Ryan McQueeney (608817) (Started Apr 22, 2019),RGGI : Glenroy Leslie (608617) (Ended Apr 22, 2019)<br>Ryan McQueeney (608817) (Started Apr 22, 2019),CSNOX : Glenroy Leslie (608617) (Ended Apr 22, 2019)<br>Ryan McQueeney (608817) (Started Apr 22, 2019),CSOSG2 : Glenroy Leslie (608617) (Ended Apr 22, 2019)<br>Ryan McQueeney (608817) (Started Apr 22, 2019)","ARP : Sarasi Sam (609174) (Ended Jan 11, 2019)<br>Paul Aronian (603265) (Started Jan 11, 2019) (Ended Apr 09, 2019)<br>Ryan McQueeney (608817) (Started Apr 09, 2019) (Ended Apr 22, 2019)<br>Randall Osteen (609382) (Started Apr 22, 2019),CSSO2G1 : Sarasi Sam (609174) (Ended Jan 11, 2019)<br>Paul Aronian (603265) (Started Jan 11, 2019) (Ended Apr 09, 2019)<br>Ryan McQueeney (608817) (Started Apr 09, 2019) (Ended Apr 22, 2019)<br>Randall Osteen (609382) (Started Apr 22, 2019),RGGI : Sarasi Sam (609174) (Ended Jan 11, 2019)<br>Paul Aronian (603265) (Started Jan 11, 2019) (Ended Apr 09, 2019)<br>Ryan McQueeney (608817) (Started Apr 09, 2019) (Ended Apr 22, 2019)<br>Randall Osteen (609382) (Started Apr 22, 2019),CSNOX : Sarasi Sam (609174) (Ended Jan 11, 2019)<br>Paul Aronian (603265) (Started Jan 11, 2019) (Ended Apr 09, 2019)<br>Ryan McQueeney (608817) (Started Apr 09, 2019) (Ended Apr 22, 2019)<br>Randall Osteen (609382) (Started Apr 22, 2019),CSOSG2 : Sarasi Sam (609174) (Ended Jan 11, 2019)<br>Paul Aronian (603265) (Started Jan 11, 2019) (Ended Apr 09, 2019)<br>Ryan McQueeney (608817) (Started Apr 09, 2019) (Ended Apr 22, 2019)<br>Randall Osteen (609382) (Started Apr 22, 2019)",Phase 2,,Operating,Combustion turbine,Diesel Oil,Pipeline Natural Gas,,Water Injection<br>Selective Catalytic Reduction,,,40.6106,-73.7614,560
NY,Glenwood,2514,U00020,CP001,2019,RGGI,19,12,601,,0.005,0.577,2.455,689.3,8509,2,,Nassau County,Electric Utility,National Grid Generation LLC,National Grid Generation LLC,"CSSO2G1 : James P Flannery (606257),RGGI : James P Flannery (606257),CSOSG2 : James P Flannery (606257),CSNOX : James P Flannery (606257)","CSSO2G1 : ,RGGI : ,CSOSG2 : ,CSNOX : ",,,Operating,Combustion turbine,Diesel Oil,,,,,,40.8269,-73.6479,461
NY,Glenwood,2514,U00021,CP001,2019,RGGI,14,12,421,,0.003,0.577,1.76,494,6100,2,,Nassau County,Electric Utility,National Grid Generation LLC,National Grid Generation LLC,"CSNOX : James P Flannery (606257),CSOSG2 : James P Flannery (606257),RGGI : James P Flannery (606257),CSSO2G1 : James P Flannery (606257)","CSNOX : ,CSOSG2 : ,RGGI : ,CSSO2G1 : ",,,Operating,Combustion turbine,Diesel Oil,,,,,,40.8269,-73.6479,461
NY,"Hawkeye Energy Greenport, LLC",55969,U-01,,2019,RGGI,642.33,12,31760.59,,0.119,0.0438,4.092,25446.459,313598.485,2,,Suffolk County,Electric Utility,"Hawkeye Energy Greenport, LLC, Hawkeye Generating, LLC","Hawkeye Energy Greenport, LLC, Hawkeye Generating, LLC","ARP : Steve Squillante (604116) (Ended Oct 08, 2019)<br>John Reynolds (609564) (Started Oct 08, 2019),CSOSG2 : Steve Squillante (604116) (Ended Oct 08, 2019)<br>John Reynolds (609564) (Started Oct 08, 2019),RGGI : Steve Squillante (604116) (Ended Oct 08, 2019)<br>John Reynolds (609564) (Started Oct 08, 2019),CSSO2G1 : Steve Squillante (604116) (Ended Oct 08, 2019)<br>John Reynolds (609564) (Started Oct 08, 2019),CSNOX : Steve Squillante (604116) (Ended Oct 08, 2019)<br>John Reynolds (609564) (Started Oct 08, 2019)","ARP : Edward Tackenberg (605914),CSOSG2 : Edward Tackenberg (605914),RGGI : Edward Tackenberg (605914),CSSO2G1 : Edward Tackenberg (605914),CSNOX : Edward Tackenberg (605914)",Phase 2,,Operating,Combustion turbine,Diesel Oil,,,Water Injection<br>Selective Catalytic Reduction,,,41.1056,-72.3767,625
NY,Holtsville Facility,8007,U00001,CP001,2019,RGGI,54,12,428,,0.003,0.4226,1.33,605.1,7474.1,2,,Suffolk County,Electric Utility,National Grid Generation LLC,National Grid Generation LLC,"RGGI : James P Flannery (606257),CSSO2G1 : James P Flannery (606257),CSOSG2 : James P Flannery (606257),CSNOX : James P Flannery (606257)","RGGI : ,CSSO2G1 : ,CSOSG2 : ,CSNOX : ",,,Operating,Combustion turbine,Diesel Oil,,,Water Injection,,,40.8153,-73.0664,662
NY,Holtsville Facility,8007,U00002,CP001,2019,RGGI,53,12,424,,0.003,0.4565,1.452,599.5,7405,2,,Suffolk County,Electric Utility,National Grid Generation LLC,National Grid Generation LLC,"CSSO2G1 : James P Flannery (606257),CSNOX : James P Flannery (606257),RGGI : James P Flannery (606257),CSOSG2 : James P Flannery (606257)","CSSO2G1 : ,CSNOX : ,RGGI : ,CSOSG2 : ",,,Operating,Combustion turbine,Diesel Oil,,,Water Injection,,,40.8153,-73.0664,662
NY,Holtsville Facility,8007,U00003,CP001,2019,RGGI,33,12,230,,0.002,0.58,1.044,321.5,3968.8,2,,Suffolk County,Electric Utility,National Grid Generation LLC,National Grid Generation LLC,"CSSO2G1 : James P Flannery (606257),RGGI : James P Flannery (606257),CSOSG2 : James P Flannery (606257),CSNOX : James P Flannery (606257)","CSSO2G1 : ,RGGI : ,CSOSG2 : ,CSNOX : ",,,Operating,Combustion turbine,Diesel Oil,,,Water Injection,,,40.8153,-73.0664,416
NY,Holtsville Facility,8007,U00004,CP001,2019,RGGI,33,12,230,,0.002,0.7541,1.306,321.5,3968.8,2,,Suffolk County,Electric Utility,National Grid Generation LLC,National Grid Generation LLC,"RGGI : James P Flannery (606257),CSNOX : James P Flannery (606257),CSSO2G1 : James P Flannery (606257),CSOSG2 : James P Flannery (606257)","RGGI : ,CSNOX : ,CSSO2G1 : ,CSOSG2 : ",,,Operating,Combustion turbine,Diesel Oil,,,Water Injection,,,40.8153,-73.0664,416
NY,Holtsville Facility,8007,U00005,CP001,2019,RGGI,80,12,534,,0.004,0.5148,2.29,756,9332.7,2,,Suffolk County,Electric Utility,National Grid Generation LLC,National Grid Generation LLC,"CSNOX : James P Flannery (606257),CSOSG2 : James P Flannery (606257),CSSO2G1 : James P Flannery (606257),RGGI : James P Flannery (606257)","CSNOX : ,CSOSG2 : ,CSSO2G1 : ,RGGI : ",,,Operating,Combustion turbine,Diesel Oil,,,Water Injection,,,40.8153,-73.0664,416
NY,Holtsville Facility,8007,U00006,CP001,2019,RGGI,80,12,534,,0.004,0.5483,2.508,756,9332.7,2,,Suffolk County,Electric Utility,National Grid Generation LLC,National Grid Generation LLC,"CSSO2G1 : James P Flannery (606257),CSOSG2 : James P Flannery (606257),RGGI : James P Flannery (606257),CSNOX : James P Flannery (606257)","CSSO2G1 : ,CSOSG2 : ,RGGI : ,CSNOX : ",,,Operating,Combustion turbine,Diesel Oil,,,Water Injection,,,40.8153,-73.0664,416
NY,Holtsville Facility,8007,U00007,CP001,2019,RGGI,85,12,577,,0.004,0.6252,2.775,834.4,10304,2,,Suffolk County,Electric Utility,National Grid Generation LLC,National Grid Generation LLC,"CSNOX : James P Flannery (606257),CSSO2G1 : James P Flannery (606257),RGGI : James P Flannery (606257),CSOSG2 : James P Flannery (606257)","CSNOX : ,CSSO2G1 : ,RGGI : ,CSOSG2 : ",,,Operating,Combustion turbine,Diesel Oil,,,Water Injection,,,40.8153,-73.0664,416
NY,Holtsville Facility,8007,U00008,CP001,2019,RGGI,85,12,576,,0.004,0.6087,2.706,833,10286.2,2,,Suffolk County,Electric Utility,National Grid Generation LLC,National Grid Generation LLC,"CSNOX : James P Flannery (606257),CSSO2G1 : James P Flannery (606257),RGGI : James P Flannery (606257),CSOSG2 : James P Flannery (606257)","CSNOX : ,CSSO2G1 : ,RGGI : ,CSOSG2 : ",,,Operating,Combustion turbine,Diesel Oil,,,Water Injection,,,40.8153,-73.0664,416
NY,Holtsville Facility,8007,U00009,CP001,2019,RGGI,60,12,393,,0.003,0.7154,2.068,555.2,6851.6,2,,Suffolk County,Electric Utility,National Grid Generation LLC,National Grid Generation LLC,"CSNOX : James P Flannery (606257),CSSO2G1 : James P Flannery (606257),CSOSG2 : James P Flannery (606257),RGGI : James P Flannery (606257)","CSNOX : ,CSSO2G1 : ,CSOSG2 : ,RGGI : ",,,Operating,Combustion turbine,Diesel Oil,,,Water Injection,,,40.8153,-73.0664,416
NY,Holtsville Facility,8007,U00010,CP001,2019,RGGI,60,12,393,,0.003,0.6661,1.927,555.2,6851.6,2,,Suffolk County,Electric Utility,National Grid Generation LLC,National Grid Generation LLC,"CSNOX : James P Flannery (606257),CSSO2G1 : James P Flannery (606257),CSOSG2 : James P Flannery (606257),RGGI : James P Flannery (606257)","CSNOX : ,CSSO2G1 : ,CSOSG2 : ,RGGI : ",,,Operating,Combustion turbine,Diesel Oil,,,Water Injection,,,40.8153,-73.0664,416
NY,Holtsville Facility,8007,U00011,CP001,2019,RGGI,69,12,1284,,0.009,0.4421,4.577,1803,22255.1,2,,Suffolk County,Electric Utility,National Grid Generation LLC,National Grid Generation LLC,"CSOSG2 : James P Flannery (606257),RGGI : James P Flannery (606257),CSNOX : James P Flannery (606257),CSSO2G1 : James P Flannery (606257)","CSOSG2 : ,RGGI : ,CSNOX : ,CSSO2G1 : ",,,Operating,Combustion turbine,Diesel Oil,,,Water Injection,,,40.8153,-73.0664,416
NY,Holtsville Facility,8007,U00012,CP001,2019,RGGI,69,12,1284,,0.009,0.4964,5.308,1803,22255.1,2,,Suffolk County,Electric Utility,National Grid Generation LLC,National Grid Generation LLC,"RGGI : James P Flannery (606257),CSOSG2 : James P Flannery (606257),CSSO2G1 : James P Flannery (606257),CSNOX : James P Flannery (606257)","RGGI : ,CSOSG2 : ,CSSO2G1 : ,CSNOX : ",,,Operating,Combustion turbine,Diesel Oil,,,Water Injection,,,40.8153,-73.0664,416
NY,Holtsville Facility,8007,U00013,CP001,2019,RGGI,97,12,1601,,0.013,0.4838,6.553,2236.6,27609.6,2,,Suffolk County,Electric Utility,National Grid Generation LLC,National Grid Generation LLC,"CSSO2G1 : James P Flannery (606257),RGGI : James P Flannery (606257),CSOSG2 : James P Flannery (606257),CSNOX : James P Flannery (606257)","CSSO2G1 : ,RGGI : ,CSOSG2 : ,CSNOX : ",,,Operating,Combustion turbine,Diesel Oil,,,Water Injection,,,40.8153,-73.0664,416
NY,Holtsville Facility,8007,U00014,CP001,2019,RGGI,97,12,1601,,0.013,0.5723,8.316,2236.6,27609.6,2,,Suffolk County,Electric Utility,National Grid Generation LLC,National Grid Generation LLC,"CSNOX : James P Flannery (606257),CSSO2G1 : James P Flannery (606257),CSOSG2 : James P Flannery (606257),RGGI : James P Flannery (606257)","CSNOX : ,CSSO2G1 : ,CSOSG2 : ,RGGI : ",,,Operating,Combustion turbine,Diesel Oil,,,Water Injection,,,40.8153,-73.0664,416
NY,Holtsville Facility,8007,U00015,CP001,2019,RGGI,117,12,1859,,0.012,0.528,7.542,2623.1,32385.7,2,,Suffolk County,Electric Utility,National Grid Generation LLC,National Grid Generation LLC,"CSSO2G1 : James P Flannery (606257),CSNOX : James P Flannery (606257),RGGI : James P Flannery (606257),CSOSG2 : James P Flannery (606257)","CSSO2G1 : ,CSNOX : ,RGGI : ,CSOSG2 : ",,,Operating,Combustion turbine,Diesel Oil,,,Dry Low NOx Burners,,,40.8153,-73.0664,416
NY,Holtsville Facility,8007,U00016,CP001,2019,RGGI,117,12,1859,,0.012,0.4405,6.272,2623.1,32385.7,2,,Suffolk County,Electric Utility,National Grid Generation LLC,National Grid Generation LLC,"CSSO2G1 : James P Flannery (606257),RGGI : James P Flannery (606257),CSNOX : James P Flannery (606257),CSOSG2 : James P Flannery (606257)","CSSO2G1 : ,RGGI : ,CSNOX : ,CSOSG2 : ",,,Operating,Combustion turbine,Diesel Oil,,,Water Injection,,,40.8153,-73.0664,416
NY,Holtsville Facility,8007,U00017,CP001,2019,RGGI,78,12,1249,,0.009,0.4414,4.451,1735.1,21420.9,2,,Suffolk County,Electric Utility,National Grid Generation LLC,National Grid Generation LLC,"RGGI : James P Flannery (606257),CSNOX : James P Flannery (606257),CSOSG2 : James P Flannery (606257),CSSO2G1 : James P Flannery (606257)","RGGI : ,CSNOX : ,CSOSG2 : ,CSSO2G1 : ",,,Operating,Combustion turbine,Diesel Oil,,,Dry Low NOx Burners,,,40.8153,-73.0664,416
NY,Holtsville Facility,8007,U00018,CP001,2019,RGGI,78,12,1249,,0.009,0.5307,5.239,1735.1,21420.9,2,,Suffolk County,Electric Utility,National Grid Generation LLC,National Grid Generation LLC,"CSSO2G1 : James P Flannery (606257),RGGI : James P Flannery (606257),CSOSG2 : James P Flannery (606257),CSNOX : James P Flannery (606257)","CSSO2G1 : ,RGGI : ,CSOSG2 : ,CSNOX : ",,,Operating,Combustion turbine,Diesel Oil,,,Water Injection,,,40.8153,-73.0664,416
NY,Holtsville Facility,8007,U00019,CP001,2019,RGGI,70,12,1174,,0.009,0.5685,4.962,1632.4,20153.6,2,,Suffolk County,Electric Utility,National Grid Generation LLC,National Grid Generation LLC,"CSNOX : James P Flannery (606257),CSSO2G1 : James P Flannery (606257),RGGI : James P Flannery (606257),CSOSG2 : James P Flannery (606257)","CSNOX : ,CSSO2G1 : ,RGGI : ,CSOSG2 : ",,,Operating,Combustion turbine,Diesel Oil,,,Water Injection,,,40.8153,-73.0664,416
NY,Holtsville Facility,8007,U00020,CP001,2019,RGGI,70,12,1174,,0.009,0.5565,5.07,1632.4,20153.6,2,,Suffolk County,Electric Utility,National Grid Generation LLC,National Grid Generation LLC,"CSNOX : James P Flannery (606257),RGGI : James P Flannery (606257),CSSO2G1 : James P Flannery (606257),CSOSG2 : James P Flannery (606257)","CSNOX : ,RGGI : ,CSSO2G1 : ,CSOSG2 : ",,,Operating,Combustion turbine,Diesel Oil,,,Water Injection,,,40.8153,-73.0664,416
NY,Shoreham Energy,55787,CT01,,2019,RGGI,61.2,12,2482.12,,0.007,0.1298,0.918,1814.03,22358.033,2,,Suffolk County,Electric Utility,"J Power USA Development Co, Ltd.","J Power USA Development Co, Ltd.","CSNOX : Paul E Peterson (607880),CSOSG2 : Paul E Peterson (607880),CSSO2G1 : Paul E Peterson (607880),RGGI : Paul E Peterson (607880),ARP : Paul E Peterson (607880)","CSNOX : Jason White (608523),CSOSG2 : Jason White (608523),CSSO2G1 : Jason White (608523),RGGI : Jason White (608523),ARP : Jason White (608523)",Phase 2,,Operating,Combustion turbine,Diesel Oil,,,Water Injection<br>Selective Catalytic Reduction,,,40.9572,-72.8664,416
NY,Shoreham Energy,55787,CT02,,2019,RGGI,59.91,12,2381.68,,0.007,0.1277,0.901,1876.514,23127.634,2,,Suffolk County,Electric Utility,"J Power USA Development Co, Ltd.","J Power USA Development Co, Ltd.","CSSO2G1 : Paul E Peterson (607880),ARP : Paul E Peterson (607880),CSNOX : Paul E Peterson (607880),RGGI : Paul E Peterson (607880),CSOSG2 : Paul E Peterson (607880)","CSSO2G1 : Jason White (608523),ARP : Jason White (608523),CSNOX : Jason White (608523),RGGI : Jason White (608523),CSOSG2 : Jason White (608523)",Phase 2,,Operating,Combustion turbine,Diesel Oil,,,Water Injection<br>Selective Catalytic Reduction,,,40.9572,-72.8664,416
NY,Wading River Facility,7146,UGT007,,2019,RGGI,69.25,12,4291,,0.029,0.2236,6.136,4653.25,57348.375,2,,Suffolk County,Electric Utility,National Grid Generation LLC,National Grid Generation LLC,"CSSO2G1 : James P Flannery (606257),CSNOX : James P Flannery (606257),RGGI : James P Flannery (606257),CSOSG2 : James P Flannery (606257)","CSSO2G1 : ,CSNOX : ,RGGI : ,CSOSG2 : ",,,Operating,Combustion turbine,Diesel Oil,,,Other<br>Water Injection,,,40.9569,-72.8774,1164
NY,Wading River Facility,7146,UGT008,,2019,RGGI,62,12,3540,,0.024,0.2208,4.797,3893.125,47976.75,2,,Suffolk County,Electric Utility,National Grid Generation LLC,National Grid Generation LLC,"CSSO2G1 : James P Flannery (606257),CSOSG2 : James P Flannery (606257),CSNOX : James P Flannery (606257),RGGI : James P Flannery (606257)","CSSO2G1 : ,CSOSG2 : ,CSNOX : ,RGGI : ",,,Operating,Combustion turbine,Diesel Oil,,,Other<br>Water Injection,,,40.9569,-72.8774,1164
NY,Wading River Facility,7146,UGT009,,2019,RGGI,82.25,12,4664.75,,0.032,0.2468,7.312,5097.95,62828.15,2,,Suffolk County,Electric Utility,National Grid Generation LLC,National Grid Generation LLC,"CSSO2G1 : James P Flannery (606257),CSOSG2 : James P Flannery (606257),RGGI : James P Flannery (606257),CSNOX : James P Flannery (606257)","CSSO2G1 : ,CSOSG2 : ,RGGI : ,CSNOX : ",,,Operating,Combustion turbine,Diesel Oil,,,Other<br>Water Injection,,,40.9569,-72.8774,1164
NY,Wading River Facility,7146,UGT013,CP001,2019,RGGI,27,12,931,,0.006,0.676,4.577,1053.4,13004.9,2,,Suffolk County,Electric Utility,National Grid Generation LLC,National Grid Generation LLC,"CSSO2G1 : James P Flannery (606257),CSOSG2 : James P Flannery (606257),RGGI : James P Flannery (606257),CSNOX : James P Flannery (606257)","CSSO2G1 : ,CSOSG2 : ,RGGI : ,CSNOX : ",,,Operating,Combustion turbine,Diesel Oil,,,,,,40.9569,-72.8774,686
NY,West Babylon Facility,2521,UGT001,,2019,RGGI,90,12,3278,,0.028,0.7969,18.321,3649.7,45062.2,2,,Suffolk County,Electric Utility,National Grid Generation LLC,National Grid Generation LLC,"CSSO2G1 : James P Flannery (606257),RGGI : James P Flannery (606257),CSNOX : James P Flannery (606257),CSOSG2 : James P Flannery (606257)","CSSO2G1 : ,RGGI : ,CSNOX : ,CSOSG2 : ",,,Operating,Combustion turbine,Diesel Oil,,,,,,40.6953,-73.3497,686
NY,Astoria Gas Turbine Power,55243,CT2-1A,CP0002,2019,RGGI,33.2,12,645.3,,0.08,0.5205,2.228,527.6,8822.4,2,NPCC,Queens County,Electric Utility,"Astoria Energy, LLC","Astoria Energy, LLC","RGGI : Andrew Scano (601596),CSSO2G1 : Andrew Scano (601596),CSOSG2 : Andrew Scano (601596),CSNOX : Andrew Scano (601596)","RGGI : Frank Ameo (1243),CSSO2G1 : Frank Ameo (1243),CSOSG2 : Frank Ameo (1243),CSNOX : Frank Ameo (1243)",,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,40.7864,-73.9133,255
NY,Astoria Gas Turbine Power,55243,CT2-1B,CP0002,2019,RGGI,33.2,12,645.3,,0.08,0.509,2.197,527.6,8822.4,2,NPCC,Queens County,Electric Utility,"Astoria Energy, LLC","Astoria Energy, LLC","RGGI : Andrew Scano (601596),CSOSG2 : Andrew Scano (601596),CSNOX : Andrew Scano (601596),CSSO2G1 : Andrew Scano (601596)","RGGI : Frank Ameo (1243),CSOSG2 : Frank Ameo (1243),CSNOX : Frank Ameo (1243),CSSO2G1 : Frank Ameo (1243)",,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,40.7864,-73.9133,255
NY,Astoria Gas Turbine Power,55243,CT2-2A,CP0002,2019,RGGI,46.31,12,854.98,,0.014,0.4958,2.874,689,11656.1,2,NPCC,Queens County,Electric Utility,"Astoria Energy, LLC","Astoria Energy, LLC","CSOSG2 : Andrew Scano (601596),RGGI : Andrew Scano (601596),CSNOX : Andrew Scano (601596),CSSO2G1 : Andrew Scano (601596)","CSOSG2 : Frank Ameo (1243),RGGI : Frank Ameo (1243),CSNOX : Frank Ameo (1243),CSSO2G1 : Frank Ameo (1243)",,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,40.7864,-73.9133,255
NY,Astoria Gas Turbine Power,55243,CT2-2B,CP0002,2019,RGGI,46.31,12,854.98,,0.014,0.4928,2.857,689,11656.1,2,NPCC,Queens County,Electric Utility,"Astoria Energy, LLC","Astoria Energy, LLC","RGGI : Andrew Scano (601596),CSNOX : Andrew Scano (601596),CSOSG2 : Andrew Scano (601596),CSSO2G1 : Andrew Scano (601596)","RGGI : Frank Ameo (1243),CSNOX : Frank Ameo (1243),CSOSG2 : Frank Ameo (1243),CSSO2G1 : Frank Ameo (1243)",,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,40.7864,-73.9133,255
NY,Astoria Gas Turbine Power,55243,CT2-3A,CP0002,2019,RGGI,63.19,12,1155.44,,0.197,0.5123,4.058,954.9,15889.1,2,NPCC,Queens County,Electric Utility,"Astoria Energy, LLC","Astoria Energy, LLC","CSOSG2 : Andrew Scano (601596),CSNOX : Andrew Scano (601596),RGGI : Andrew Scano (601596),CSSO2G1 : Andrew Scano (601596)","CSOSG2 : Frank Ameo (1243),CSNOX : Frank Ameo (1243),RGGI : Frank Ameo (1243),CSSO2G1 : Frank Ameo (1243)",,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,40.7864,-73.9133,255
NY,Astoria Gas Turbine Power,55243,CT2-3B,CP0002,2019,RGGI,63.19,12,1155.44,,0.197,0.5146,4.07,954.9,15889.1,2,NPCC,Queens County,Electric Utility,"Astoria Energy, LLC","Astoria Energy, LLC","CSOSG2 : Andrew Scano (601596),RGGI : Andrew Scano (601596),CSNOX : Andrew Scano (601596),CSSO2G1 : Andrew Scano (601596)","CSOSG2 : Frank Ameo (1243),RGGI : Frank Ameo (1243),CSNOX : Frank Ameo (1243),CSSO2G1 : Frank Ameo (1243)",,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,40.7864,-73.9133,255
NY,Astoria Gas Turbine Power,55243,CT2-4A,CP0002,2019,RGGI,42.05,12,802.87,,0.114,0.5142,2.752,648.9,10832.3,2,NPCC,Queens County,Electric Utility,"Astoria Energy, LLC","Astoria Energy, LLC","CSSO2G1 : Andrew Scano (601596),CSNOX : Andrew Scano (601596),CSOSG2 : Andrew Scano (601596),RGGI : Andrew Scano (601596)","CSSO2G1 : Frank Ameo (1243),CSNOX : Frank Ameo (1243),CSOSG2 : Frank Ameo (1243),RGGI : Frank Ameo (1243)",,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,40.7864,-73.9133,255
NY,Astoria Gas Turbine Power,55243,CT2-4B,CP0002,2019,RGGI,42.05,12,802.87,,0.114,0.5166,2.756,648.9,10832.3,2,NPCC,Queens County,Electric Utility,"Astoria Energy, LLC","Astoria Energy, LLC","CSOSG2 : Andrew Scano (601596),RGGI : Andrew Scano (601596),CSNOX : Andrew Scano (601596),CSSO2G1 : Andrew Scano (601596)","CSOSG2 : Frank Ameo (1243),RGGI : Frank Ameo (1243),CSNOX : Frank Ameo (1243),CSSO2G1 : Frank Ameo (1243)",,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,40.7864,-73.9133,255
NY,Astoria Gas Turbine Power,55243,CT3-1A,CP0003,2019,RGGI,16.15,12,301.06,,0.019,0.5151,0.988,238.5,4016.2,2,NPCC,Queens County,Electric Utility,"Astoria Energy, LLC","Astoria Energy, LLC","RGGI : Andrew Scano (601596),CSSO2G1 : Andrew Scano (601596),CSOSG2 : Andrew Scano (601596),CSNOX : Andrew Scano (601596)","RGGI : Frank Ameo (1243),CSSO2G1 : Frank Ameo (1243),CSOSG2 : Frank Ameo (1243),CSNOX : Frank Ameo (1243)",,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,40.7864,-73.9133,255
NY,Astoria Gas Turbine Power,55243,CT3-1B,CP0003,2019,RGGI,16.15,12,301.06,,0.019,0.5178,0.996,238.5,4016.2,2,NPCC,Queens County,Electric Utility,"Astoria Energy, LLC","Astoria Energy, LLC","CSSO2G1 : Andrew Scano (601596),CSNOX : Andrew Scano (601596),RGGI : Andrew Scano (601596),CSOSG2 : Andrew Scano (601596)","CSSO2G1 : Frank Ameo (1243),CSNOX : Frank Ameo (1243),RGGI : Frank Ameo (1243),CSOSG2 : Frank Ameo (1243)",,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,40.7864,-73.9133,255
NY,Astoria Gas Turbine Power,55243,CT3-2A,CP0003,2019,RGGI,36.24,12,685.55,,0.033,0.5245,2.342,558.1,9425.9,2,NPCC,Queens County,Electric Utility,"Astoria Energy, LLC","Astoria Energy, LLC","CSOSG2 : Andrew Scano (601596),CSSO2G1 : Andrew Scano (601596),RGGI : Andrew Scano (601596),CSNOX : Andrew Scano (601596)","CSOSG2 : Frank Ameo (1243),CSSO2G1 : Frank Ameo (1243),RGGI : Frank Ameo (1243),CSNOX : Frank Ameo (1243)",,,Operating,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,40.7864,-73.9133,255
