State, Facility Name, Facility ID (ORISPL), Unit ID, Associated Stacks, Year, Program(s), EPA Region, NERC Region, County, County Code, FIPS Code, Source Category, Facility Latitude, Facility Longitude, Owner, Operator, Representative (Primary), Representative (Secondary), SO2 Phase, NOx Phase, Unit Type, Fuel Type (Primary), Fuel Type (Secondary), SO2 Control(s), NOx Control(s), PM Control(s), Hg Control(s), Commercial Operation Date, Operating Status, Max Hourly HI Rate (MMBtu/hr)
"NY","Brentwood","7912","BW01",,"2010","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Suffolk County","NY103","103","Electric Utility","40.787","-73.2933","New York Power Authority","New York Power Authority","John M Kahabka (604275)","Kolli M Rao (291)","Phase 2",,"Combustion turbine","Pipeline Natural Gas",,,"Selective Catalytic Reduction",,,"07/25/2001","Operating","480.0",
"NY","Brentwood","7912","BW01",,"2011","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Suffolk County","NY103","103","Electric Utility","40.787","-73.2933","New York Power Authority","New York Power Authority","John M Kahabka (604275)","Kolli M Rao (291)","Phase 2",,"Combustion turbine","Pipeline Natural Gas",,,"Selective Catalytic Reduction",,,"07/25/2001","Operating","480.0",
"NY","Brentwood","7912","BW01",,"2012","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Suffolk County","NY103","103","Electric Utility","40.787","-73.2933","New York Power Authority","New York Power Authority","John M Kahabka (604275)","Kolli M Rao (291)","Phase 2",,"Combustion turbine","Pipeline Natural Gas",,,"Selective Catalytic Reduction",,,"07/25/2001","Operating","480.0",
"NY","Brentwood","7912","BW01",,"2013","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Suffolk County","NY103","103","Electric Utility","40.787","-73.2933","New York Power Authority","New York Power Authority","John M Kahabka (604275)","Kolli M Rao (291)","Phase 2",,"Combustion turbine","Pipeline Natural Gas",,,"Selective Catalytic Reduction",,,"07/25/2001","Operating","480.0",
"NY","Brentwood","7912","BW01",,"2014","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Suffolk County","NY103","103","Electric Utility","40.787","-73.2933","New York Power Authority","New York Power Authority","John M Kahabka (604275)","Kolli M Rao (291)","Phase 2",,"Combustion turbine","Pipeline Natural Gas",,,"Selective Catalytic Reduction",,,"07/25/2001","Operating","480.0",
"NY","Brentwood","7912","BW01",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1, RGGI","2",,"Suffolk County","NY103","103","Electric Utility","40.787","-73.2933","New York Power Authority","New York Power Authority","John M Kahabka (604275)","Kolli M Rao (291)","Phase 2",,"Combustion turbine","Pipeline Natural Gas",,,"Selective Catalytic Reduction",,,"07/25/2001","Operating","480.0",
"NY","Brentwood","7912","BW01",,"2016","ARP, CSNOX, CSNOXOS, CSSO2G1, RGGI","2",,"Suffolk County","NY103","103","Electric Utility","40.787","-73.2933","New York Power Authority","New York Power Authority","John M Kahabka (604275)","Kolli M Rao (291)","Phase 2",,"Combustion turbine","Pipeline Natural Gas",,,"Selective Catalytic Reduction",,,"07/25/2001","Operating","480.0",
"NY","Brentwood","7912","BW01",,"2017","ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","2",,"Suffolk County","NY103","103","Electric Utility","40.787","-73.2933","New York Power Authority","New York Power Authority","John M Kahabka (604275)","Kolli M Rao (291) (Ended Jun 23, 2017)<br>Joshua P Ramos (605253) (Started Jun 23, 2017)","Phase 2",,"Combustion turbine","Pipeline Natural Gas",,,"Selective Catalytic Reduction",,,"07/25/2001","Operating","480.0",
"NY","Brentwood","7912","BW01",,"2018","ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","2",,"Suffolk County","NY103","103","Electric Utility","40.787","-73.2933","New York Power Authority","New York Power Authority","John M Kahabka (604275)","Joshua P Ramos (605253)","Phase 2",,"Combustion turbine","Pipeline Natural Gas",,,"Selective Catalytic Reduction",,,"07/25/2001","Operating","480.0",
"NY","Brentwood","7912","BW01",,"2019","ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","2",,"Suffolk County","NY103","103","Electric Utility","40.787","-73.2933","New York Power Authority","New York Power Authority","John M Kahabka (604275) (Ended Apr 30, 2019)<br>Joshua P Ramos (605253) (Started Apr 30, 2019)","Joshua P Ramos (605253) (Ended Apr 30, 2019)<br>Patricia Meehan (609388) (Started Apr 30, 2019)","Phase 2",,"Combustion turbine","Pipeline Natural Gas",,,"Selective Catalytic Reduction",,,"07/25/2001","Operating","480.0",
"NY","Brentwood","7912","BW01",,"2020","ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","2",,"Suffolk County","NY103","103","Electric Utility","40.787","-73.2933","New York Power Authority","New York Power Authority","Joshua P Ramos (605253)","Patricia Meehan (609388)","Phase 2",,"Combustion turbine","Pipeline Natural Gas",,,"Selective Catalytic Reduction",,,"07/25/2001","Operating","480.0",
"NY","Brooklyn Navy Yard Cogeneration","54914","1",,"2009","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2","NPCC","Kings County","NY047","047","Cogeneration","40.6994","-73.9758","Brooklyn Navy Yard Cogeneration","BNY Power OPerations, LLC, Olympus Power, LLC, Palmark, Inc","Christopher L Trabold (1009)","Andrew Scano (601596)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners<br>Water Injection<br>Selective Catalytic Reduction",,,"03/01/1996","Operating","1051.0",
"NY","Brooklyn Navy Yard Cogeneration","54914","1",,"2010","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2","NPCC","Kings County","NY047","047","Cogeneration","40.6994","-73.9758","Brooklyn Navy Yard Cogeneration","BNY Power OPerations, LLC","Christopher L Trabold (1009)","Andrew Scano (601596)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners<br>Water Injection<br>Selective Catalytic Reduction",,,"03/01/1996","Operating","1447.0",
"NY","Brooklyn Navy Yard Cogeneration","54914","1",,"2011","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2","NPCC","Kings County","NY047","047","Cogeneration","40.6994","-73.9758","Brooklyn Navy Yard Cogeneration","BNY Power OPerations, LLC","Christopher L Trabold (1009)","Andrew Scano (601596)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners<br>Water Injection<br>Selective Catalytic Reduction",,,"03/01/1996","Operating","1447.0",
"NY","Brooklyn Navy Yard Cogeneration","54914","1",,"2012","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2","NPCC","Kings County","NY047","047","Cogeneration","40.6994","-73.9758","Brooklyn Navy Yard Cogeneration","BNY Power OPerations, LLC","Christopher L Trabold (1009)","Andrew Scano (601596)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners<br>Water Injection<br>Selective Catalytic Reduction",,,"03/01/1996","Operating","1447.0",
"NY","Brooklyn Navy Yard Cogeneration","54914","1",,"2013","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2","NPCC","Kings County","NY047","047","Cogeneration","40.6994","-73.9758","Brooklyn Navy Yard Cogeneration","BNY Power OPerations, LLC","Christopher L Trabold (1009) (Ended Apr 23, 2013)<br>Joseph Ruggiero (602199) (Started Apr 23, 2013) (Ended Apr 23, 2013)<br>James R Ryan (606325) (Started Apr 23, 2013)","Andrew Scano (601596) (Ended Mar 18, 2013)<br>Joseph Ruggiero (602199) (Started Mar 18, 2013) (Ended Apr 23, 2013)<br>James R Ryan (606325) (Started Apr 23, 2013) (Ended Apr 23, 2013)<br>Joseph Ruggiero (602199) (Started Apr 23, 2013)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners<br>Water Injection<br>Selective Catalytic Reduction",,,"03/01/1996","Operating","1503.0",
"NY","Brooklyn Navy Yard Cogeneration","54914","1",,"2014","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2","NPCC","Kings County","NY047","047","Cogeneration","40.6994","-73.9758","Brooklyn Navy Yard Cogeneration","BNY Power OPerations, LLC","James R Ryan (606325) (Ended Jul 03, 2014)<br>Joseph Ruggiero (602199) (Started Jul 03, 2014) (Ended Jul 07, 2014)<br>Christopher L Trabold (1009) (Started Jul 07, 2014)","Joseph Ruggiero (602199) (Ended Jul 03, 2014)<br>Christopher L Trabold (1009) (Started Jul 03, 2014) (Ended Jul 07, 2014)<br>Joseph Ruggiero (602199) (Started Jul 07, 2014)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners<br>Water Injection<br>Selective Catalytic Reduction",,,"03/01/1996","Operating","1503.0",
"NY","Brooklyn Navy Yard Cogeneration","54914","1",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1, RGGI","2","NPCC","Kings County","NY047","047","Cogeneration","40.6994","-73.9758","Brooklyn Navy Yard Cogeneration","BNY Power OPerations, LLC","Christopher L Trabold (1009)","Joseph Ruggiero (602199) (Ended Oct 09, 2015)<br>Daniel Traynor (603749) (Started Oct 09, 2015)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners<br>Water Injection<br>Selective Catalytic Reduction",,,"03/01/1996","Operating","1600.0",
"NY","Brooklyn Navy Yard Cogeneration","54914","1",,"2016","ARP, CSNOX, CSNOXOS, CSSO2G1, RGGI","2","NPCC","Kings County","NY047","047","Cogeneration","40.6994","-73.9758","Brooklyn Navy Yard Cogeneration","BNY Power OPerations, LLC","Christopher L Trabold (1009)","Daniel Traynor (603749)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners<br>Water Injection<br>Selective Catalytic Reduction",,,"03/01/1996","Operating","1503.0",
"NY","Brooklyn Navy Yard Cogeneration","54914","1",,"2017","ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","2","NPCC","Kings County","NY047","047","Cogeneration","40.6994","-73.9758","Brooklyn Navy Yard Cogeneration","BNY Power OPerations, LLC","Christopher L Trabold (1009)","Daniel Traynor (603749) (Ended Mar 30, 2017)<br>Lauren E Hassenplug (603321) (Started Mar 30, 2017)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners<br>Water Injection<br>Selective Catalytic Reduction",,,"03/01/1996","Operating","1503.0",
"NY","Brooklyn Navy Yard Cogeneration","54914","1",,"2018","ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","2","NPCC","Kings County","NY047","047","Cogeneration","40.6994","-73.9758","Brooklyn Navy Yard Cogeneration","BNY Power OPerations, LLC","Christopher L Trabold (1009) (Ended Nov 30, 2018)<br>Mark McDaniels (2321) (Started Nov 30, 2018)","Lauren E Hassenplug (603321) (Ended Aug 22, 2018)<br>Mark McDaniels (2321) (Started Aug 22, 2018) (Ended Nov 30, 2018)<br>Carter Carlton (609210) (Started Nov 30, 2018)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners<br>Water Injection<br>Selective Catalytic Reduction",,,"03/01/1996","Operating","1503.0",
"NY","Brooklyn Navy Yard Cogeneration","54914","1",,"2019","ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","2","NPCC","Kings County","NY047","047","Cogeneration","40.6994","-73.9758","Brooklyn Navy Yard Cogeneration","BNY Power OPerations, LLC","Mark McDaniels (2321)","Carter Carlton (609210)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners<br>Water Injection<br>Selective Catalytic Reduction",,,"03/01/1996","Operating","1503.0",
"NY","Brooklyn Navy Yard Cogeneration","54914","1",,"2020","ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","2","NPCC","Kings County","NY047","047","Cogeneration","40.6994","-73.9758","Brooklyn Navy Yard Cogeneration","BNY Power OPerations, LLC","Mark McDaniels (2321)","Carter Carlton (609210)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners<br>Water Injection<br>Selective Catalytic Reduction",,,"03/01/1996","Operating","1503.0",
"NY","Brooklyn Navy Yard Cogeneration","54914","2",,"2009","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2","NPCC","Kings County","NY047","047","Cogeneration","40.6994","-73.9758","Brooklyn Navy Yard Cogeneration","BNY Power OPerations, LLC, Olympus Power, LLC, Palmark, Inc","Christopher L Trabold (1009)","Andrew Scano (601596)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners<br>Water Injection<br>Selective Catalytic Reduction",,,"03/01/1996","Operating","1051.0",
"NY","Brooklyn Navy Yard Cogeneration","54914","2",,"2010","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2","NPCC","Kings County","NY047","047","Cogeneration","40.6994","-73.9758","Brooklyn Navy Yard Cogeneration","BNY Power OPerations, LLC","Christopher L Trabold (1009)","Andrew Scano (601596)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners<br>Water Injection<br>Selective Catalytic Reduction",,,"03/01/1996","Operating","1447.0",
"NY","Brooklyn Navy Yard Cogeneration","54914","2",,"2011","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2","NPCC","Kings County","NY047","047","Cogeneration","40.6994","-73.9758","Brooklyn Navy Yard Cogeneration","BNY Power OPerations, LLC","Christopher L Trabold (1009)","Andrew Scano (601596)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners<br>Water Injection<br>Selective Catalytic Reduction",,,"03/01/1996","Operating","1447.0",
"NY","Brooklyn Navy Yard Cogeneration","54914","2",,"2012","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2","NPCC","Kings County","NY047","047","Cogeneration","40.6994","-73.9758","Brooklyn Navy Yard Cogeneration","BNY Power OPerations, LLC","Christopher L Trabold (1009)","Andrew Scano (601596)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners<br>Water Injection<br>Selective Catalytic Reduction",,,"03/01/1996","Operating","1447.0",
"NY","Brooklyn Navy Yard Cogeneration","54914","2",,"2013","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2","NPCC","Kings County","NY047","047","Cogeneration","40.6994","-73.9758","Brooklyn Navy Yard Cogeneration","BNY Power OPerations, LLC","Christopher L Trabold (1009) (Ended Apr 23, 2013)<br>Joseph Ruggiero (602199) (Started Apr 23, 2013) (Ended Apr 23, 2013)<br>James R Ryan (606325) (Started Apr 23, 2013)","Andrew Scano (601596) (Ended Mar 18, 2013)<br>Joseph Ruggiero (602199) (Started Mar 18, 2013) (Ended Apr 23, 2013)<br>James R Ryan (606325) (Started Apr 23, 2013) (Ended Apr 23, 2013)<br>Joseph Ruggiero (602199) (Started Apr 23, 2013)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners<br>Water Injection<br>Selective Catalytic Reduction",,,"03/01/1996","Operating","1503.0",
"NY","Brooklyn Navy Yard Cogeneration","54914","2",,"2014","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2","NPCC","Kings County","NY047","047","Cogeneration","40.6994","-73.9758","Brooklyn Navy Yard Cogeneration","BNY Power OPerations, LLC","James R Ryan (606325) (Ended Jul 03, 2014)<br>Joseph Ruggiero (602199) (Started Jul 03, 2014) (Ended Jul 07, 2014)<br>Christopher L Trabold (1009) (Started Jul 07, 2014)","Joseph Ruggiero (602199) (Ended Jul 03, 2014)<br>Christopher L Trabold (1009) (Started Jul 03, 2014) (Ended Jul 07, 2014)<br>Joseph Ruggiero (602199) (Started Jul 07, 2014)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners<br>Water Injection<br>Selective Catalytic Reduction",,,"03/01/1996","Operating","1503.0",
"NY","Brooklyn Navy Yard Cogeneration","54914","2",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1, RGGI","2","NPCC","Kings County","NY047","047","Cogeneration","40.6994","-73.9758","Brooklyn Navy Yard Cogeneration","BNY Power OPerations, LLC","Christopher L Trabold (1009)","Joseph Ruggiero (602199) (Ended Oct 09, 2015)<br>Daniel Traynor (603749) (Started Oct 09, 2015)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners<br>Water Injection<br>Selective Catalytic Reduction",,,"03/01/1996","Operating","1503.0",
"NY","Brooklyn Navy Yard Cogeneration","54914","2",,"2016","ARP, CSNOX, CSNOXOS, CSSO2G1, RGGI","2","NPCC","Kings County","NY047","047","Cogeneration","40.6994","-73.9758","Brooklyn Navy Yard Cogeneration","BNY Power OPerations, LLC","Christopher L Trabold (1009)","Daniel Traynor (603749)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners<br>Water Injection<br>Selective Catalytic Reduction",,,"03/01/1996","Operating","1503.0",
"NY","Brooklyn Navy Yard Cogeneration","54914","2",,"2017","ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","2","NPCC","Kings County","NY047","047","Cogeneration","40.6994","-73.9758","Brooklyn Navy Yard Cogeneration","BNY Power OPerations, LLC","Christopher L Trabold (1009)","Daniel Traynor (603749) (Ended Mar 30, 2017)<br>Lauren E Hassenplug (603321) (Started Mar 30, 2017)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners<br>Water Injection<br>Selective Catalytic Reduction",,,"03/01/1996","Operating","1503.0",
"NY","Brooklyn Navy Yard Cogeneration","54914","2",,"2018","ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","2","NPCC","Kings County","NY047","047","Cogeneration","40.6994","-73.9758","Brooklyn Navy Yard Cogeneration","BNY Power OPerations, LLC","Christopher L Trabold (1009) (Ended Nov 30, 2018)<br>Mark McDaniels (2321) (Started Nov 30, 2018)","Lauren E Hassenplug (603321) (Ended Aug 22, 2018)<br>Mark McDaniels (2321) (Started Aug 22, 2018) (Ended Nov 30, 2018)<br>Carter Carlton (609210) (Started Nov 30, 2018)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners<br>Water Injection<br>Selective Catalytic Reduction",,,"03/01/1996","Operating","1503.0",
"NY","Brooklyn Navy Yard Cogeneration","54914","2",,"2019","ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","2","NPCC","Kings County","NY047","047","Cogeneration","40.6994","-73.9758","Brooklyn Navy Yard Cogeneration","BNY Power OPerations, LLC","Mark McDaniels (2321)","Carter Carlton (609210)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners<br>Water Injection<br>Selective Catalytic Reduction",,,"03/01/1996","Operating","1503.0",
"NY","Brooklyn Navy Yard Cogeneration","54914","2",,"2020","ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","2","NPCC","Kings County","NY047","047","Cogeneration","40.6994","-73.9758","Brooklyn Navy Yard Cogeneration","BNY Power OPerations, LLC","Mark McDaniels (2321)","Carter Carlton (609210)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners<br>Water Injection<br>Selective Catalytic Reduction",,,"03/01/1996","Operating","1503.0",
"NY","Caithness Long Island Energy Center","56234","0001",,"2009","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2","NPCC","Suffolk County","NY103","103","Electric Utility","40.8142","-72.9403","Caithness Energy","Siemens Power Generation Operating Services Co","Thomas A Grace (1245) (Started Apr 24, 2009)",,"Phase 2",,"Combined cycle (Started Apr 17, 2009)","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners<br>Water Injection<br>Ammonia Injection<br>Selective Catalytic Reduction",,,"04/17/2009","Operating (Started 04/17/2009)","2650.0",
"NY","Caithness Long Island Energy Center","56234","0001",,"2010","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2","NPCC","Suffolk County","NY103","103","Electric Utility","40.8142","-72.9403","Caithness Energy","Siemens Power Generation Operating Services Co","Thomas A Grace (1245)",,"Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners<br>Water Injection<br>Ammonia Injection<br>Selective Catalytic Reduction",,,"04/17/2009","Operating","2650.0",
"NY","Caithness Long Island Energy Center","56234","0001",,"2011","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2","NPCC","Suffolk County","NY103","103","Electric Utility","40.8142","-72.9403","Caithness Energy","Siemens Power Generation Operating Services Co","Thomas A Grace (1245)","Gary Keevill (603822) (Started Aug 11, 2011)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners<br>Water Injection<br>Ammonia Injection<br>Selective Catalytic Reduction",,,"04/17/2009","Operating","2650.0",
"NY","Caithness Long Island Energy Center","56234","0001",,"2012","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2","NPCC","Suffolk County","NY103","103","Electric Utility","40.8142","-72.9403","Caithness Energy","Siemens Power Generation Operating Services Co","Thomas A Grace (1245)","Gary Keevill (603822)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners<br>Water Injection<br>Ammonia Injection<br>Selective Catalytic Reduction",,,"04/17/2009","Operating","2650.0",
"NY","Caithness Long Island Energy Center","56234","0001",,"2013","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2","NPCC","Suffolk County","NY103","103","Electric Utility","40.8142","-72.9403","Caithness Energy","Siemens Power Generation Operating Services Co","Thomas A Grace (1245)","Gary Keevill (603822)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners<br>Water Injection<br>Ammonia Injection<br>Selective Catalytic Reduction",,,"04/17/2009","Operating","2650.0",
"NY","Caithness Long Island Energy Center","56234","0001",,"2014","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2","NPCC","Suffolk County","NY103","103","Electric Utility","40.8142","-72.9403","Caithness Energy","Siemens Power Generation Operating Services Co","Thomas A Grace (1245)","Gary Keevill (603822)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners<br>Water Injection<br>Ammonia Injection<br>Selective Catalytic Reduction",,,"04/17/2009","Operating","2650.0",
"NY","Caithness Long Island Energy Center","56234","0001",,"2015","ARP, CSNOX, CSNOXOS, CSSO2G1, RGGI","2","NPCC","Suffolk County","NY103","103","Electric Utility","40.8142","-72.9403","Caithness Energy","Siemens Power Generation Operating Services Co","Thomas A Grace (1245)","Gary Keevill (603822)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners<br>Water Injection<br>Ammonia Injection<br>Selective Catalytic Reduction",,,"04/17/2009","Operating","2650.0",
"NY","Caithness Long Island Energy Center","56234","0001",,"2016","ARP, CSNOX, CSNOXOS, CSSO2G1, RGGI","2","NPCC","Suffolk County","NY103","103","Electric Utility","40.8142","-72.9403","Caithness Energy","Siemens Power Generation Operating Services Co","Thomas A Grace (1245)","Gary Keevill (603822)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners<br>Water Injection<br>Ammonia Injection<br>Selective Catalytic Reduction",,,"04/17/2009","Operating","2650.0",
"NY","Caithness Long Island Energy Center","56234","0001",,"2017","ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","2","NPCC","Suffolk County","NY103","103","Electric Utility","40.8142","-72.9403","Caithness Energy","Siemens Power Generation Operating Services Co","Thomas A Grace (1245)","Gary Keevill (603822)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners<br>Water Injection<br>Ammonia Injection<br>Selective Catalytic Reduction",,,"04/17/2009","Operating","2650.0",
"NY","Caithness Long Island Energy Center","56234","0001",,"2018","ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","2","NPCC","Suffolk County","NY103","103","Electric Utility","40.8142","-72.9403","Caithness Energy","Siemens Power Generation Operating Services Co","Thomas A Grace (1245)","Gary Keevill (603822)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners<br>Water Injection<br>Ammonia Injection<br>Selective Catalytic Reduction",,,"04/17/2009","Operating","2650.0",
"NY","Caithness Long Island Energy Center","56234","0001",,"2019","ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","2","NPCC","Suffolk County","NY103","103","Electric Utility","40.8142","-72.9403","Caithness Energy","Siemens Power Generation Operating Services Co","Thomas A Grace (1245)","Gary Keevill (603822)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners<br>Water Injection<br>Ammonia Injection<br>Selective Catalytic Reduction",,,"04/17/2009","Operating","2650.0",
"NY","Caithness Long Island Energy Center","56234","0001",,"2020","ARP, CSNOX, CSOSG2, CSSO2G1, RGGI","2","NPCC","Suffolk County","NY103","103","Electric Utility","40.8142","-72.9403","Caithness Energy","Siemens Power Generation Operating Services Co","Thomas A Grace (1245)","Gary Keevill (603822)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Dry Low NOx Burners<br>Water Injection<br>Ammonia Injection<br>Selective Catalytic Reduction",,,"04/17/2009","Operating","2650.0",
"NY","Carr Street Generating Station","50978","A",,"2009","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Onondaga County","NY067","067","Electric Utility","43.0611","-76.0819","Carr Street Generating Station, LP","Brookfield Power","Kimball A Osmars (603491) (Started May 05, 2009) (Ended Sep 01, 2009)<br>Thomas Deedy (1764) (Started Sep 01, 2009)","Antonio Zarrella (602290) (Started May 05, 2009)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Water Injection<br>Ammonia Injection",,,"12/11/1993","Operating","424.0",
"NY","Carr Street Generating Station","50978","A",,"2010","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Onondaga County","NY067","067","Electric Utility","43.0611","-76.0819","Carr Street Generating Station, LP","Brookfield Power","Thomas Deedy (1764)","Antonio Zarrella (602290)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Water Injection<br>Ammonia Injection",,,"12/11/1993","Operating","424.0",
"NY","Carr Street Generating Station","50978","A",,"2011","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Onondaga County","NY067","067","Electric Utility","43.0611","-76.0819","Carr Street Generating Station, LP","Brookfield Power","Thomas Deedy (1764) (Ended Feb 18, 2011)<br>Antonio Zarrella (602290) (Started Feb 18, 2011)","Antonio Zarrella (602290) (Ended Feb 18, 2011)<br>Kenny l Cloinger (606200) (Started Feb 18, 2011)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Water Injection<br>Ammonia Injection",,,"12/11/1993","Operating","424.0",
"NY","Carr Street Generating Station","50978","A",,"2012","ARP, CAIRNOX, CAIROS, CAIRSO2, RGGI","2",,"Onondaga County","NY067","067","Electric Utility","43.0611","-76.0819","Carr Street Generating Station, LP","Brookfield Power","Antonio Zarrella (602290)","Kenny l Cloinger (606200)","Phase 2",,"Combined cycle","Pipeline Natural Gas","Diesel Oil",,"Water Injection<br>Ammonia Injection",,,"12/11/1993","Operating","424.0",
