State, Facility Name, Facility ID (ORISPL), Unit ID, Associated Stacks, Year, Program(s), EPA Region, NERC Region, County, County Code, FIPS Code, Source Category, Facility Latitude, Facility Longitude, Owner, Operator, Representative (Primary), Representative (Secondary), SO2 Phase, NOx Phase, Unit Type, Fuel Type (Primary), Fuel Type (Secondary), SO2 Control(s), NOx Control(s), PM Control(s), Hg Control(s), Commercial Operation Date, Operating Status, Max Hourly HI Rate (MMBtu/hr),,,,,,
NY,23rd and 3rd,7910,2302,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,NPCC,Kings County,NY047,47,Electric Utility,40.663,-74,New York Power Authority,New York Power Authority,"John M Kahabka (604275) (Ended Apr 30, 2019)<br>Joshua P Ramos (605253) (Started Apr 30, 2019)","Joshua P Ramos (605253) (Ended Apr 30, 2019)<br>Patricia Meehan (609388) (Started Apr 30, 2019)",Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,8/2/2001,Operating,505,,,,,,
NY,Brentwood,7912,BW01,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Suffolk County,NY103,103,Electric Utility,40.787,-73.2933,New York Power Authority,New York Power Authority,"John M Kahabka (604275) (Ended Apr 30, 2019)<br>Joshua P Ramos (605253) (Started Apr 30, 2019)","Joshua P Ramos (605253) (Ended Apr 30, 2019)<br>Patricia Meehan (609388) (Started Apr 30, 2019)",Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,7/25/2001,Operating,480,,,,,,
NY,Harlem River Yard,7914,HR01,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Bronx County,NY005,5,Electric Utility,40.7989,-73.9147,New York Power Authority,New York Power Authority,"John M Kahabka (604275) (Ended Apr 30, 2019)<br>Joshua P Ramos (605253) (Started Apr 30, 2019)","Joshua P Ramos (605253) (Ended Apr 30, 2019)<br>Patricia Meehan (609388) (Started Apr 30, 2019)",Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,7/25/2001,Operating,475,,,,,,
NY,Harlem River Yard,7914,HR02,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Bronx County,NY005,5,Electric Utility,40.7989,-73.9147,New York Power Authority,New York Power Authority,"John M Kahabka (604275) (Ended Apr 30, 2019)<br>Joshua P Ramos (605253) (Started Apr 30, 2019)","Joshua P Ramos (605253) (Ended Apr 30, 2019)<br>Patricia Meehan (609388) (Started Apr 30, 2019)",Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,7/25/2001,Operating,475,,,,,,
NY,Hell Gate,7913,HG01,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Bronx County,NY005,5,Electric Utility,40.7988,-73.9093,New York Power Authority,New York Power Authority,"John M Kahabka (604275) (Ended Apr 30, 2019)<br>Joshua P Ramos (605253) (Started Apr 30, 2019)","Joshua P Ramos (605253) (Ended Apr 30, 2019)<br>Patricia Meehan (609388) (Started Apr 30, 2019)",Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,8/2/2001,Operating,475,,,,,,
NY,Hell Gate,7913,HG02,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Bronx County,NY005,5,Electric Utility,40.7988,-73.9093,New York Power Authority,New York Power Authority,"John M Kahabka (604275) (Ended Apr 30, 2019)<br>Joshua P Ramos (605253) (Started Apr 30, 2019)","Joshua P Ramos (605253) (Ended Apr 30, 2019)<br>Patricia Meehan (609388) (Started Apr 30, 2019)",Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,8/2/2001,Operating,486,,,,,,
NY,North 1st,7915,NO1,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,NPCC,Kings County,NY047,47,Electric Utility,40.7168,-73.9665,New York Power Authority,New York Power Authority,"John M Kahabka (604275) (Ended Apr 30, 2019)<br>Joshua P Ramos (605253) (Started Apr 30, 2019)","Joshua P Ramos (605253) (Ended Apr 30, 2019)<br>Patricia Meehan (609388) (Started Apr 30, 2019)",Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,8/17/2001,Operating,500,,,,,,
NY,Pouch Terminal,8053,PT01,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,NPCC,Richmond County,NY085,85,Electric Utility,40.6188,-74.069,New York Power Authority,New York Power Authority,"John M Kahabka (604275) (Ended Apr 30, 2019)<br>Joshua P Ramos (605253) (Started Apr 30, 2019)","Joshua P Ramos (605253) (Ended Apr 30, 2019)<br>Patricia Meehan (609388) (Started Apr 30, 2019)",Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,8/8/2001,Operating,517,,,,,,
NY,Vernon Boulevard,7909,VB01,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Queens County,NY081,81,Electric Utility,40.7539,-73.9506,New York Power Authority,New York Power Authority,"John M Kahabka (604275) (Ended Apr 30, 2019)<br>Joshua P Ramos (605253) (Started Apr 30, 2019)","Joshua P Ramos (605253) (Ended Apr 30, 2019)<br>Patricia Meehan (609388) (Started Apr 30, 2019)",Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,8/15/2001,Operating,430,,,,,,
NY,Vernon Boulevard,7909,VB02,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Queens County,NY081,81,Electric Utility,40.7539,-73.9506,New York Power Authority,New York Power Authority,"John M Kahabka (604275) (Ended Apr 30, 2019)<br>Joshua P Ramos (605253) (Started Apr 30, 2019)","Joshua P Ramos (605253) (Ended Apr 30, 2019)<br>Patricia Meehan (609388) (Started Apr 30, 2019)",Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,8/2/2001,Operating,455,,,,,,
NY,Freeport Power Plant No. 2,2679,5,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Nassau County,NY059,59,Electric Utility,40.6447,-73.5683,Incorporated Village of Freeport,Incorporated Village of Freeport,Al Livingston Jr (606228),Keith Muchnick (605682),Phase 2,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Water Injection<br>Selective Catalytic Reduction,,,4/30/2004,Operating,487,,,,,,
NY,Bethpage Energy Center,50292,GT3,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Nassau County,NY059,59,Electric Utility,40.7469,-73.4994,"CPN Bethpage 3rd Turbine, Inc.","Calpine Operating Services Company, Inc.",Glen Stockhausen (3292),Patrick Blanchard (1082),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Water Injection<br>Selective Catalytic Reduction,,,7/1/2002,Operating,545,,,,,,
NY,Nissequogue Energy Center,54149,1,,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Suffolk County,NY103,103,Cogeneration,40.9168,-73.1292,Nissequogue Cogen Partners,"Calpine Operating Services Company, Inc.",Glen Stockhausen (3292),Patrick Blanchard (1082),,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Water Injection,,,4/1/1995,Operating,670,,,,,,
NY,Bayswater Peaking Facility,55699,1,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Queens County,NY081,81,Electric Utility,40.6106,-73.7614,"Bayswater Peaking Facility, LLC","Bayswater Peaking Facility, LLC","Glenroy Leslie (608617) (Ended Apr 22, 2019)<br>Ryan McQueeney (608817) (Started Apr 22, 2019)","Sarasi Sam (609174) (Ended Jan 11, 2019)<br>Paul Aronian (603265) (Started Jan 11, 2019) (Ended Apr 09, 2019)<br>Ryan McQueeney (608817) (Started Apr 09, 2019) (Ended Apr 22, 2019)<br>Randall Osteen (609382) (Started Apr 22, 2019)",Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Selective Catalytic Reduction<br>Water Injection,,,7/1/2002,Operating,680,,,,,,
NY,Ravenswood Generating Station,2500,CT02-1,,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",2,NPCC,Queens County,NY081,81,Electric Utility,40.7585,-73.9451,"Helix Ravenswood, LLC","Helix Ravenswood, LLC",Kathy French (605624),"Tanja Grzeskowitz (606620) (Ended Jan 08, 2019)<br>Aaron J Scott (609064) (Started Jan 08, 2019)",,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,12/1/1970,Operating,524,,,,,,
NY,Ravenswood Generating Station,2500,CT02-2,,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",2,NPCC,Queens County,NY081,81,Electric Utility,40.7585,-73.9451,"Helix Ravenswood, LLC","Helix Ravenswood, LLC",Kathy French (605624),"Tanja Grzeskowitz (606620) (Ended Jan 08, 2019)<br>Aaron J Scott (609064) (Started Jan 08, 2019)",,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,12/1/1970,Operating,524,,,,,,
NY,Ravenswood Generating Station,2500,CT02-3,,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",2,NPCC,Queens County,NY081,81,Electric Utility,40.7585,-73.9451,"Helix Ravenswood, LLC","Helix Ravenswood, LLC",Kathy French (605624),"Tanja Grzeskowitz (606620) (Ended Jan 08, 2019)<br>Aaron J Scott (609064) (Started Jan 08, 2019)",,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,12/1/1970,Operating,524,,,,,,
NY,Ravenswood Generating Station,2500,CT02-4,,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",2,NPCC,Queens County,NY081,81,Electric Utility,40.7585,-73.9451,"Helix Ravenswood, LLC","Helix Ravenswood, LLC",Kathy French (605624),"Tanja Grzeskowitz (606620) (Ended Jan 08, 2019)<br>Aaron J Scott (609064) (Started Jan 08, 2019)",,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,12/1/1970,Operating,524,,,,,,
NY,Ravenswood Generating Station,2500,CT03-1,,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",2,NPCC,Queens County,NY081,81,Electric Utility,40.7585,-73.9451,"Helix Ravenswood, LLC","Helix Ravenswood, LLC",Kathy French (605624),"Tanja Grzeskowitz (606620) (Ended Jan 08, 2019)<br>Aaron J Scott (609064) (Started Jan 08, 2019)",,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,8/1/1970,Operating,524,,,,,,
NY,Ravenswood Generating Station,2500,CT03-2,,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",2,NPCC,Queens County,NY081,81,Electric Utility,40.7585,-73.9451,"Helix Ravenswood, LLC","Helix Ravenswood, LLC",Kathy French (605624),"Tanja Grzeskowitz (606620) (Ended Jan 08, 2019)<br>Aaron J Scott (609064) (Started Jan 08, 2019)",,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,8/1/1970,Operating,524,,,,,,
NY,Ravenswood Generating Station,2500,CT03-3,,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",2,NPCC,Queens County,NY081,81,Electric Utility,40.7585,-73.9451,"Helix Ravenswood, LLC","Helix Ravenswood, LLC",Kathy French (605624),"Tanja Grzeskowitz (606620) (Ended Jan 08, 2019)<br>Aaron J Scott (609064) (Started Jan 08, 2019)",,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,8/1/1970,Operating,524,,,,,,
NY,Ravenswood Generating Station,2500,CT03-4,,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",2,NPCC,Queens County,NY081,81,Electric Utility,40.7585,-73.9451,"Helix Ravenswood, LLC","Helix Ravenswood, LLC",Kathy French (605624),"Tanja Grzeskowitz (606620) (Ended Jan 08, 2019)<br>Aaron J Scott (609064) (Started Jan 08, 2019)",,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,8/1/1970,Operating,524,,,,,,
NY,Hillburn,2628,1,,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",2,NPCC,Rockland County,NY087,87,Electric Utility,41.1269,-74.1653,"AER NY-GEN, LLC","AER NY-GEN, LLC",Greg Sharland (2129),Walter J Relling (602898),,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,4/1/1971,Operating,650,,,,,,
NY,Shoemaker,2632,1,,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",2,NPCC,Orange County,NY071,71,Electric Utility,41.4278,-74.4186,"AER NY-GEN, LLC","AER NY-GEN, LLC",Greg Sharland (2129),Walter J Relling (602898),,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,5/1/1971,Operating,650,,,,,,
NY,E F Barrett,2511,U00012,CP001,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Nassau County,NY059,59,Electric Utility,40.6169,-73.6486,National Grid Generation LLC,National Grid Generation LLC,James P Flannery (606257),,,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,7/1/1970,Operating,270,,,,,,
NY,E F Barrett,2511,U00013,CP001,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Nassau County,NY059,59,Electric Utility,40.6169,-73.6486,National Grid Generation LLC,National Grid Generation LLC,James P Flannery (606257),,,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,7/1/1970,Operating,270,,,,,,
NY,E F Barrett,2511,U00014,CP001,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Nassau County,NY059,59,Electric Utility,40.6169,-73.6486,National Grid Generation LLC,National Grid Generation LLC,James P Flannery (606257),,,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,7/1/1970,Operating,270,,,,,,
NY,E F Barrett,2511,U00015,CP001,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Nassau County,NY059,59,Electric Utility,40.6169,-73.6486,National Grid Generation LLC,National Grid Generation LLC,James P Flannery (606257),,,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,7/1/1970,Operating,270,,,,,,
NY,E F Barrett,2511,U00016,CP001,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Nassau County,NY059,59,Electric Utility,40.6169,-73.6486,National Grid Generation LLC,National Grid Generation LLC,James P Flannery (606257),,,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,7/1/1970,Operating,270,,,,,,
NY,E F Barrett,2511,U00017,CP001,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Nassau County,NY059,59,Electric Utility,40.6169,-73.6486,National Grid Generation LLC,National Grid Generation LLC,James P Flannery (606257),,,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,7/1/1970,Operating,270,,,,,,
NY,E F Barrett,2511,U00018,CP001,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Nassau County,NY059,59,Electric Utility,40.6169,-73.6486,National Grid Generation LLC,National Grid Generation LLC,James P Flannery (606257),,,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,7/1/1970,Operating,270,,,,,,
NY,E F Barrett,2511,U00019,CP001,2019,"CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Nassau County,NY059,59,Electric Utility,40.6169,-73.6486,National Grid Generation LLC,National Grid Generation LLC,James P Flannery (606257),,,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,,,,7/1/1970,Operating,270,,,,,,
NY,Glenwood Landing Energy Center,7869,UGT012,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Nassau County,NY059,59,Electric Utility,40.8275,-73.6478,National Grid Glenwood Energy Center LLC,National Grid Glenwood Energy Center LLC,James P Flannery (606257),,Phase 2,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Water Injection<br>Selective Catalytic Reduction,,,6/1/2002,Operating,457,,,,,,
NY,Glenwood Landing Energy Center,7869,UGT013,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Nassau County,NY059,59,Electric Utility,40.8275,-73.6478,National Grid Glenwood Energy Center LLC,National Grid Glenwood Energy Center LLC,James P Flannery (606257),,Phase 2,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Water Injection<br>Selective Catalytic Reduction,,,6/1/2002,Operating,457,,,,,,
NY,Port Jefferson Energy Center,2517,UGT002,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Suffolk County,NY103,103,Electric Utility,40.9503,-73.0786,National Grid Port Jefferson Energy Center LLC,National Grid Port Jefferson Energy Center LLC,James P Flannery (606257),,Phase 2,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Water Injection<br>Selective Catalytic Reduction,,,7/1/2002,Operating,480,,,,,,
NY,Port Jefferson Energy Center,2517,UGT003,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Suffolk County,NY103,103,Electric Utility,40.9503,-73.0786,National Grid Port Jefferson Energy Center LLC,National Grid Port Jefferson Energy Center LLC,James P Flannery (606257),,Phase 2,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Water Injection<br>Selective Catalytic Reduction,,,7/1/2002,Operating,457,,,,,,
NY,Somerset Operating Company  (Kintigh),6082,1,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS, RGGI",2,NPCC,Niagara County,NY063,63,Electric Utility,43.3561,-78.6039,"Somerset Operating Company, LLC","Somerset Operating Company, LLC",John C Marabella (1490),Daniel L Heidemann Jr. (608220),Phase 2,Early Election,Dry bottom wall-fired boiler,Coal,Residual Oil,Wet Limestone,Selective Catalytic Reduction<br>Low NOx Burner Technology (Dry Bottom only),Electrostatic Precipitator,,8/17/1984,Operating,6280,,,,,,
NY,Covanta Niagara,50472,R1B01,,2019,"RGGI, SIPNOX",2,,Niagara County,NY063,63,Cogeneration,43.0839,-79.0056,"Covanta Niagara, LLC","Covanta Niagara, LLC",Chris Schifferli (607165),,,,Dry bottom wall-fired boiler,Natural Gas,,,Selective Non-catalytic Reduction,,,1/1/1980,Operating,440,,,,,,
NY,East River,2493,60,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS, RGGI",2,,New York County,NY061,61,Cogeneration,40.7281,-73.9742,"Consolidated Edison of New York, Inc.","Consolidated Edison of New York, Inc.",Andrea Schmitz (607301),Constantine Sanoulis (607630),Phase 2,,Dry bottom wall-fired boiler,Pipeline Natural Gas,Residual Oil,,,,,9/1/1951,Operating,1930,,,,,,
NY,East River,2493,70,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS, RGGI",2,,New York County,NY061,61,Electric Utility,40.7281,-73.9742,"Consolidated Edison of New York, Inc.","Consolidated Edison of New York, Inc.",Andrea Schmitz (607301),Constantine Sanoulis (607630),Phase 2,,Dry bottom wall-fired boiler,Pipeline Natural Gas,Residual Oil,,,,,1/1/1955,Operating,1982,,,,,,
NY,Arthur Kill,2490,20,CS0002,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,NPCC,Richmond County,NY085,85,Electric Utility,40.5915,-74.2027,"Arthur Kill Power, LLC","NRG Energy, Inc",John T McKenna Jr. (607083),Frank Ameo (1243),Phase 2,,Dry bottom wall-fired boiler,Pipeline Natural Gas,,,,,,8/1/1959,Operating,3717,,,,,,
NY,Bowline Generating Station,2625,2,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS, RGGI",2,,Rockland County,NY087,87,Electric Utility,41.2044,-73.9689,"GenOn Bowline, LLC","GenOn Bowline, LLC","Gerard Lafond (609131) (Ended Sep 24, 2019)<br>David Freysinger (609503) (Started Sep 24, 2019) (Ended Sep 26, 2019)<br>Mark A Gouveia (1427) (Started Sep 26, 2019)","Mark A Gouveia (1427) (Ended Sep 24, 2019)<br>Randall Lack (2843) (Started Sep 24, 2019) (Ended Sep 26, 2019)<br>Gerard Lafond (609131) (Started Sep 26, 2019)",Phase 2,,Dry bottom wall-fired boiler,Pipeline Natural Gas,Residual Oil,,Overfire Air,,,5/1/1974,Operating,7600,,,,,,
NY,Astoria Generating Station,8906,20,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Queens County,NY081,81,Electric Utility,40.7869,-73.9122,"Astoria Generating Company, LP","Astoria Operating Services, Inc.",Andrew Oliver (601740),,Phase 2,,Dry bottom wall-fired boiler,Pipeline Natural Gas,,,,,,1/1/1953,Operating,2300,,,,,,
NY,Astoria Generating Station,8906,31RH,CP30,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Queens County,NY081,81,Electric Utility,40.7869,-73.9122,"Astoria Generating Company, LP","Astoria Operating Services, Inc.",Andrew Oliver (601740),,Phase 2,,Dry bottom wall-fired boiler,Pipeline Natural Gas,Residual Oil,,,,,9/1/1958,Operating,3984,,,,,,
NY,Astoria Generating Station,8906,32SH,CP30,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,,Queens County,NY081,81,Electric Utility,40.7869,-73.9122,"Astoria Generating Company, LP","Astoria Operating Services, Inc.",Andrew Oliver (601740),,Phase 2,,Dry bottom wall-fired boiler,Pipeline Natural Gas,Residual Oil,,,,,9/1/1958,Operating,3984,,,,,,
NY,Covanta Niagara,50472,R1B02,,2019,"RGGI, SIPNOX",2,,Niagara County,NY063,63,Cogeneration,43.0839,-79.0056,"Covanta Niagara, LLC","Covanta Niagara, LLC",Chris Schifferli (607165),,,,Dry bottom wall-fired boiler,Pipeline Natural Gas,,,Selective Non-catalytic Reduction,,,1/1/1980,Operating,440,,,,,,
NY,Oswego Harbor Power,2594,5,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS, RGGI",2,NPCC,Oswego County,NY075,75,Electric Utility,43.46,-76.53,"Oswego Harbor Power, LLC","Oswego Harbor Power, LLC","Kerry A Colville (608783) (Ended Apr 03, 2019)<br>Kevin Mixon (607936) (Started Apr 03, 2019) (Ended Jul 09, 2019)<br>Dane A Devanney (608565) (Started Jul 09, 2019)",Frank Ameo (1243),Phase 2,,Dry bottom wall-fired boiler,Residual Oil,Pipeline Natural Gas,,Overfire Air,,,1/1/1977,Operating,9422,,,,,,
NY,Oswego Harbor Power,2594,6,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS, RGGI",2,NPCC,Oswego County,NY075,75,Electric Utility,43.46,-76.53,"Oswego Harbor Power, LLC","Oswego Harbor Power, LLC","Kerry A Colville (608783) (Ended Apr 03, 2019)<br>Kevin Mixon (607936) (Started Apr 03, 2019) (Ended Jul 09, 2019)<br>Dane A Devanney (608565) (Started Jul 09, 2019)",Frank Ameo (1243),Phase 2,,Dry bottom wall-fired boiler,Residual Oil,Pipeline Natural Gas,,,,,1/1/1980,Operating,9491,,,,,,
NY,"Cayuga Operating Company, LLC",2535,1,"CSM001, CSM002, CSM003",2019,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS, RGGI",2,NPCC,Tompkins County,NY109,109,Electric Utility,42.6028,-76.6336,"Cayuga Operating Company, LLC","Cayuga Operating Company, LLC",Jeff D Lamphere (604073),John C Marabella (1490),Table 1,Phase 1 Group 1,Tangentially-fired,Coal,Residual Oil,Wet Limestone,Low NOx Burner Technology w/ Closed-coupled/Separated OFA<br>Selective Catalytic Reduction,Electrostatic Precipitator,,8/1/1955,Operating,1980,,,,,,
NY,"Cayuga Operating Company, LLC",2535,2,"CSM001, CSM002, CSM003",2019,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS, RGGI",2,NPCC,Tompkins County,NY109,109,Electric Utility,42.6028,-76.6336,"Cayuga Operating Company, LLC","Cayuga Operating Company, LLC",Jeff D Lamphere (604073),John C Marabella (1490),Table 1,Phase 1 Group 1,Tangentially-fired,Coal,Residual Oil,Wet Limestone,Low NOx Burner Technology w/ Closed-coupled/Separated OFA,Electrostatic Precipitator,,9/1/1958,Operating,2072,,,,,,
NY,NRG Dunkirk Power,2554,1,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS, RGGI",2,NPCC,Chautauqua County,NY013,13,Electric Utility,42.49,-79.35,Dunkirk Power LLC,"NRG Energy, Inc",Frank Ameo (1243),Patrick Yough (603651),Phase 2,Early Election,Tangentially-fired,Coal,,,Low NOx Burner Technology w/ Closed-coupled OFA,Baghouse,,1/1/1950,Operating,975,,,,,,
NY,NRG Dunkirk Power,2554,2,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS, RGGI",2,NPCC,Chautauqua County,NY013,13,Electric Utility,42.49,-79.35,Dunkirk Power LLC,"NRG Energy, Inc",Frank Ameo (1243),Patrick Yough (603651),Phase 2,Early Election,Tangentially-fired,Coal,,,Low NOx Burner Technology w/ Closed-coupled OFA<br>Selective Non-catalytic Reduction,Baghouse,Halogenated PAC Sorbent Injection,1/1/1950,Operating,950,,,,,,
NY,NRG Dunkirk Power,2554,3,CS0003,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS, RGGI",2,NPCC,Chautauqua County,NY013,13,Electric Utility,42.49,-79.35,Dunkirk Power LLC,"NRG Energy, Inc",Frank Ameo (1243),Patrick Yough (603651),Table 1,Phase 1 Group 1,Tangentially-fired,Coal,,,Low NOx Burner Technology w/ Separated OFA,Baghouse,,1/1/1959,Operating,2250,,,,,,
NY,NRG Dunkirk Power,2554,4,CS0003,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS, RGGI",2,NPCC,Chautauqua County,NY013,13,Electric Utility,42.49,-79.35,Dunkirk Power LLC,"NRG Energy, Inc",Frank Ameo (1243),Patrick Yough (603651),Table 1,Phase 1 Group 1,Tangentially-fired,Coal,,,Low NOx Burner Technology w/ Separated OFA,Baghouse,,1/1/1959,Operating,2250,,,,,,
NY,Arthur Kill,2490,30,CS0002,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,NPCC,Richmond County,NY085,85,Electric Utility,40.5915,-74.2027,"Arthur Kill Power, LLC","NRG Energy, Inc",John T McKenna Jr. (607083),Frank Ameo (1243),Phase 2,,Tangentially-fired,Pipeline Natural Gas,,,,,,6/1/1969,Operating,5502,,,,,,
NY,Greenidge Generation LLC,2527,6,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,NPCC,Yates County,NY123,123,Electric Utility,42.6789,-76.9483,Greenidge Generation LLC,Greenidge Generation LLC,Dale Irwin (605956),Kenneth A Scott (608805),Table 1,Phase 1 Group 1,Tangentially-fired,Pipeline Natural Gas,Wood,Dry Lime FGD,Low NOx Burner Technology w/ Closed-coupled OFA<br>Selective Catalytic Reduction,Electrostatic Precipitator<br>Baghouse,,11/1/1953,Operating,1117,,,,,,
NY,Bowline Generating Station,2625,1,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, MATS, RGGI",2,,Rockland County,NY087,87,Electric Utility,41.2044,-73.9689,"GenOn Bowline, LLC","GenOn Bowline, LLC","Gerard Lafond (609131) (Ended Sep 24, 2019)<br>David Freysinger (609503) (Started Sep 24, 2019) (Ended Sep 26, 2019)<br>Mark A Gouveia (1427) (Started Sep 26, 2019)","Mark A Gouveia (1427) (Ended Sep 24, 2019)<br>Randall Lack (2843) (Started Sep 24, 2019) (Ended Sep 26, 2019)<br>Gerard Lafond (609131) (Started Sep 26, 2019)",Phase 2,,Tangentially-fired,Pipeline Natural Gas,Residual Oil,,Low NOx Burner Technology w/ Closed-coupled OFA,,,9/1/1972,Operating,7000,,,,,,
NY,Danskammer Generating Station,2480,1,,2019,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",2,NPCC,Orange County,NY071,71,Electric Utility,41.573,-73.9646,"Danskammer Energy, LLC","Danskammer Energy, LLC",Ed Hall (608967),Susanne May (607620),Phase 2,,Tangentially-fired,Pipeline Natural Gas,Residual Oil,,,,,1/1/1951,Operating,1654,,,,,,
